1.0000000000,   0.0000000000,   0.0000000000
0.6771415786,   -0.7358412192,   0.0041210061
0.2938636735,   -0.1784940274,   0.9390335583
0.9015380501,   0.0453643989,   0.4303152513
0.3001274715,   0.8230285917,   0.4822317265
0.3478340626,   -0.5180863201,   -0.7814077232
-0.4124973783,   0.7057101084,   0.5760374604
-0.4836693948,   0.8593972946,   0.1658318620
0.9015318660,   -0.3574469448,   0.2438687686
0.1151753850,   -0.1240303876,   -0.9855714554
-0.4920945213,   -0.4472503797,   -0.7468668422
0.3817091148,   -0.5446325079,   0.7467754569
0.3081660341,   0.9492654078,   0.0626807863
0.1487220287,   0.2404126682,   0.9592098348
0.3941882332,   0.5196769381,   0.7579917656
-0.7027333730,   -0.5816592833,   0.4096807105
0.3340884935,   0.2860053476,   -0.8981012302
-0.2688196877,   -0.7649698092,   -0.5852838342
0.2820867599,   -0.9482532797,   -0.1457490219
-0.2630283976,   0.3523009054,   0.8981648702
-0.8223476177,   -0.5689695762,   -0.0042446535
-0.4532195605,   -0.4290849007,   0.7813310297
-0.0722080652,   -0.9755478826,   0.2075869073
-0.1117981910,   0.8689616755,   -0.4820858544
-0.5392286922,   0.2410929362,   -0.8069117756
-0.1440188701,   -0.9675140414,   -0.2077862960
-0.6245561883,   0.5716112559,   -0.5321561235
0.7208770650,   -0.3728965494,   -0.5841955328
0.8881515339,   -0.4219173325,   -0.1821335151
-0.9591774119,   -0.2163658894,   0.1821112141
0.5790216096,   0.1165209179,   0.8069429046
-0.3259067371,   -0.1093497831,   -0.9390566669
0.6607697552,   0.7320582077,   -0.1657531632
-0.1396863604,   -0.0958670488,   0.9855441287
0.3544914378,   -0.8959868728,   0.2674758763
-0.7852096126,   -0.2054759653,   0.5841450950
-0.8970523429,   0.1613529242,   0.4114150312
0.1650857305,   0.6421783292,   -0.7485677625
-0.9755337676,   0.2198496051,   0.0001390752
-0.0198976874,   0.6626514426,   0.7486635744
0.0940657693,   -0.8054701935,   0.5851234044
0.8744225321,   0.3821965486,   -0.2988495165
0.5575764203,   0.5977900483,   -0.5759822859
-0.5427965979,   -0.7960707254,   -0.2676625739
-0.6405969336,   0.3640790323,   0.6760784177
0.6421537632,   -0.6351836284,   0.4291623268
-0.0460118050,   -0.4990614825,   0.8653441804
-0.4836431346,   -0.8630792385,   0.1455456848
-0.0647999111,   -0.4968033458,   -0.8654405856
0.6407879248,   0.7236204342,   0.2564455158
0.7033074678,   -0.2593827949,   0.6618754954
0.7050269047,   0.2143573675,   -0.6760088628
-0.8695512209,   0.2424883299,   -0.4302093491
-0.4660321086,   0.8468059275,   -0.2563860269
-0.0919574474,   0.9937969814,   -0.0625410869
0.7348790300,   0.4203179406,   0.5322458455
0.5577108026,   -0.7218069037,   -0.4098212469
-0.7660883673,   -0.4783700740,   -0.4292676156
0.9071150643,   0.4031204703,   0.1209799425
0.9106420068,   -0.0397282344,   -0.4112819019
-0.0920170605,   0.9271138113,   0.3633081908
-0.7963019489,   0.5926990874,   -0.1208759606
-0.7431288245,   -0.0982861897,   -0.6618907577
-0.5287314006,   -0.0027528567,   0.8487847358
-0.2703315994,   0.5937774865,   -0.7578582472
0.1485821216,   -0.8220410813,   -0.5497015679
-0.7690078810,   0.5650310804,   0.2989427322
-0.0922169341,   0.2674340061,   -0.9591533191
0.5151623090,   -0.1187946315,   -0.8488201405
-0.9580665351,   -0.1504637140,   -0.2438630457
0.2936288213,   0.8842390512,   -0.3631850982
-0.3256672690,   -0.7693751484,   0.5495477331
